"Year","Region","Variable","Value","Log Scale"
1937,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1938,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1939,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1940,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1941,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1942,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1943,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1944,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1945,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1946,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1947,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1948,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1949,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1950,"Prince Edward Island","Nominal GDP Per Capita ($)",642.840302826157,6.46589633075623
1951,"Prince Edward Island","Nominal GDP Per Capita ($)",709.51102745151,6.56457603904663
1952,"Prince Edward Island","Nominal GDP Per Capita ($)",819.76422836618,6.70901677253196
1953,"Prince Edward Island","Nominal GDP Per Capita ($)",693.561836153779,6.54184040110618
1954,"Prince Edward Island","Nominal GDP Per Capita ($)",729.548062368435,6.59242524977947
1955,"Prince Edward Island","Nominal GDP Per Capita ($)",771.749180018491,6.64865960088542
1956,"Prince Edward Island","Nominal GDP Per Capita ($)",979.286033910471,6.88682376932665
1957,"Prince Edward Island","Nominal GDP Per Capita ($)",880.20905958467,6.78015944696736
1958,"Prince Edward Island","Nominal GDP Per Capita ($)",910.682075655019,6.81419385243764
1959,"Prince Edward Island","Nominal GDP Per Capita ($)",1064.15773785222,6.96993890877477
1960,"Prince Edward Island","Nominal GDP Per Capita ($)",1038.38807063405,6.94542485766547
1961,"Prince Edward Island","Nominal GDP Per Capita ($)",1181.52127916168,7.0745581067582
1962,"Prince Edward Island","Nominal GDP Per Capita ($)",1225.33601461827,7.11097038301367
1963,"Prince Edward Island","Nominal GDP Per Capita ($)",1283.57556177903,7.15740487024099
1964,"Prince Edward Island","Nominal GDP Per Capita ($)",1419.70173225119,7.25820208082177
1965,"Prince Edward Island","Nominal GDP Per Capita ($)",1587.30332063811,7.36979183058011
1966,"Prince Edward Island","Nominal GDP Per Capita ($)",1762.99202842146,7.47476766078893
1967,"Prince Edward Island","Nominal GDP Per Capita ($)",1774.65222536009,7.48135975333825
1968,"Prince Edward Island","Nominal GDP Per Capita ($)",1914.78800320993,7.55736219220205
1969,"Prince Edward Island","Nominal GDP Per Capita ($)",2120.2803813159,7.65930361425878
1970,"Prince Edward Island","Nominal GDP Per Capita ($)",2354.44145217227,7.76405880302161
1971,"Prince Edward Island","Nominal GDP Per Capita ($)",2453.17363307637,7.80513782572259
1972,"Prince Edward Island","Nominal GDP Per Capita ($)",2709.84575607917,7.90464699567799
1973,"Prince Edward Island","Nominal GDP Per Capita ($)",3449.66511269527,8.14603243652995
1974,"Prince Edward Island","Nominal GDP Per Capita ($)",3930.60260113651,8.27654802673143
1975,"Prince Edward Island","Nominal GDP Per Capita ($)",4207.42549450855,8.34460621812649
1976,"Prince Edward Island","Nominal GDP Per Capita ($)",5169.69978613339,8.55056989737028
1977,"Prince Edward Island","Nominal GDP Per Capita ($)",5395.43816880321,8.59330909196669
1978,"Prince Edward Island","Nominal GDP Per Capita ($)",6023.82367947674,8.70347749937619
1979,"Prince Edward Island","Nominal GDP Per Capita ($)",6874.50896444825,8.83557549663102
1980,"Prince Edward Island","Nominal GDP Per Capita ($)",7345.52715701941,8.90184685689975
1981,"Prince Edward Island","Nominal GDP Per Capita ($)",8692.76654984581,9.07024652775997
1982,"Prince Edward Island","Nominal GDP Per Capita ($)",9345.56753082824,9.14265744900637
1983,"Prince Edward Island","Nominal GDP Per Capita ($)",10687.279180189,9.27680945152878
1984,"Prince Edward Island","Nominal GDP Per Capita ($)",10895.7594241603,9.2961289488651
1985,"Prince Edward Island","Nominal GDP Per Capita ($)",11283.5862998456,9.3311044089051
1986,"Prince Edward Island","Nominal GDP Per Capita ($)",13033.728861067,9.47529580424132
1987,"Prince Edward Island","Nominal GDP Per Capita ($)",13790.315684735,9.53172186281938
1988,"Prince Edward Island","Nominal GDP Per Capita ($)",15051.5511760475,9.61923633304177
1989,"Prince Edward Island","Nominal GDP Per Capita ($)",16096.4403432883,9.68635342983691
1990,"Prince Edward Island","Nominal GDP Per Capita ($)",16747.952516794,9.72603129197822
1991,"Prince Edward Island","Nominal GDP Per Capita ($)",17358.4210970399,9.76183303344674
1992,"Prince Edward Island","Nominal GDP Per Capita ($)",17641.6183203773,9.77801606687077
1993,"Prince Edward Island","Nominal GDP Per Capita ($)",18861.0726525795,9.84485542904415
1994,"Prince Edward Island","Nominal GDP Per Capita ($)",19087.6593448594,9.85679729761827
1995,"Prince Edward Island","Nominal GDP Per Capita ($)",19908.4923557639,9.89890167122596
1996,"Prince Edward Island","Nominal GDP Per Capita ($)",20871.2436550093,9.94612758885686
1997,"Prince Edward Island","Nominal GDP Per Capita ($)",20889.8196113009,9.94701721934343
1998,"Prince Edward Island","Nominal GDP Per Capita ($)",21965.4796618656,9.99722739372508
1999,"Prince Edward Island","Nominal GDP Per Capita ($)",23260.7626888561,10.0545232152537
2000,"Prince Edward Island","Nominal GDP Per Capita ($)",24869.9347842017,10.1214149145263
2001,"Prince Edward Island","Nominal GDP Per Capita ($)",25302.7475944829,10.1386682693914
2002,"Prince Edward Island","Nominal GDP Per Capita ($)",27140.5610753945,10.2087846065501
2003,"Prince Edward Island","Nominal GDP Per Capita ($)",27764.2154969503,10.2315032581694
2004,"Prince Edward Island","Nominal GDP Per Capita ($)",29336.141778036,10.2865755426423
2005,"Prince Edward Island","Nominal GDP Per Capita ($)",30927.6857109746,10.3394070394389
2006,"Prince Edward Island","Nominal GDP Per Capita ($)",32175.9376790675,10.3789741751342
2007,"Prince Edward Island","Nominal GDP Per Capita ($)",33679.2267865312,10.4246365104482
2008,"Prince Edward Island","Nominal GDP Per Capita ($)",34313.7608198978,10.4433017427833
2009,"Prince Edward Island","Nominal GDP Per Capita ($)",35291.7628725222,10.4714048693044
2010,"Prince Edward Island","Nominal GDP Per Capita ($)",36928.0076806867,10.5167255578586
2011,"Prince Edward Island","Nominal GDP Per Capita ($)",37731.9172287324,10.538261626105
2012,"Prince Edward Island","Nominal GDP Per Capita ($)",38649.4153462949,10.5622869270265
2013,"Prince Edward Island","Nominal GDP Per Capita ($)",40015.5454078588,10.5970232927934
2014,"Prince Edward Island","Nominal GDP Per Capita ($)",40600.7637767443,10.611542157648
2015,"Prince Edward Island","Nominal GDP Per Capita ($)",42118.0800575595,10.64823238253
2016,"Prince Edward Island","Nominal GDP Per Capita ($)",43383.2985187352,10.6778298192664
2017,"Prince Edward Island","Nominal GDP Per Capita ($)",45145.6762543051,10.7176497902352
2018,"Prince Edward Island","Nominal GDP Per Capita ($)",45522.6994184985,10.7259663688543
2019,"Prince Edward Island","Nominal GDP Per Capita ($)",47287.8115094112,10.7640078564831
2020,"Prince Edward Island","Nominal GDP Per Capita ($)",46538.4400820683,10.7480339185049
2021,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1867,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1868,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1869,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1870,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1871,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1872,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1873,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1874,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1875,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1876,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1877,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1878,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1879,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1880,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1881,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1882,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1883,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1884,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1885,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1886,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1887,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1888,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1889,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1890,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1891,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1892,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1893,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1894,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1895,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1896,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1897,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1898,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1899,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1900,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1901,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1902,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1903,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1904,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1905,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1906,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1907,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1908,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1909,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1910,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1911,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1912,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1913,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1914,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1915,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1916,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1917,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1918,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1919,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1920,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1921,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1922,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1923,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1924,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1925,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1926,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1927,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1928,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1929,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1930,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1931,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1932,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1933,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1934,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1935,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1936,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1937,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1938,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1939,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1940,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1941,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1942,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1943,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1944,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1945,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1946,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1947,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1948,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1949,"Nova Scotia","Nominal GDP Per Capita ($)",NA,NA
1950,"Nova Scotia","Nominal GDP Per Capita ($)",915.467573798252,6.81943494437015
1951,"Nova Scotia","Nominal GDP Per Capita ($)",1016.07835542649,6.92370574664749
1952,"Nova Scotia","Nominal GDP Per Capita ($)",1094.61351741273,6.99815662781384
1953,"Nova Scotia","Nominal GDP Per Capita ($)",1115.80044445993,7.01732731374432
1954,"Nova Scotia","Nominal GDP Per Capita ($)",1124.11941302412,7.02475526415594
1955,"Nova Scotia","Nominal GDP Per Capita ($)",1168.62853719671,7.06358614980909
1956,"Nova Scotia","Nominal GDP Per Capita ($)",1264.93522129585,7.14277619138864
1957,"Nova Scotia","Nominal GDP Per Capita ($)",1345.39604074758,7.20444370278027
1958,"Nova Scotia","Nominal GDP Per Capita ($)",1336.83937059231,7.19806342821817
1959,"Nova Scotia","Nominal GDP Per Capita ($)",1427.58258726478,7.26373779433286
1960,"Nova Scotia","Nominal GDP Per Capita ($)",1487.2686336478,7.30469658491728
1961,"Nova Scotia","Nominal GDP Per Capita ($)",1508.85194358809,7.31910433837308
1962,"Nova Scotia","Nominal GDP Per Capita ($)",1579.68346588411,7.36497976790263
1963,"Nova Scotia","Nominal GDP Per Capita ($)",1641.01577811994,7.40307070598594
1964,"Nova Scotia","Nominal GDP Per Capita ($)",1757.45682917322,7.47162305961256
1965,"Nova Scotia","Nominal GDP Per Capita ($)",1884.23704251831,7.54127826596824
1966,"Nova Scotia","Nominal GDP Per Capita ($)",2077.90513507733,7.639115518585
1967,"Nova Scotia","Nominal GDP Per Capita ($)",2247.35441860348,7.71750898943288
1968,"Nova Scotia","Nominal GDP Per Capita ($)",2456.8930898428,7.80665285909699
1969,"Nova Scotia","Nominal GDP Per Capita ($)",2757.1132257259,7.92193947863387
1970,"Nova Scotia","Nominal GDP Per Capita ($)",2947.51461336619,7.98871759028429
1971,"Nova Scotia","Nominal GDP Per Capita ($)",3107.19260208877,8.04147489720101
1972,"Nova Scotia","Nominal GDP Per Capita ($)",3539.80573484777,8.17182712746037
1973,"Nova Scotia","Nominal GDP Per Capita ($)",3992.69191393556,8.29222094754645
1974,"Nova Scotia","Nominal GDP Per Capita ($)",4433.65796501787,8.3969802480529
1975,"Nova Scotia","Nominal GDP Per Capita ($)",4891.13758948666,8.49518019130023
1976,"Nova Scotia","Nominal GDP Per Capita ($)",5620.71789083181,8.63421467331203
1977,"Nova Scotia","Nominal GDP Per Capita ($)",6076.01272689548,8.7121039583309
1978,"Nova Scotia","Nominal GDP Per Capita ($)",6845.60343599275,8.83136189103091
1979,"Nova Scotia","Nominal GDP Per Capita ($)",7447.94599201971,8.91569356759062
1980,"Nova Scotia","Nominal GDP Per Capita ($)",7662.08919196289,8.94403996601285
1981,"Nova Scotia","Nominal GDP Per Capita ($)",9478.62309050137,9.15679434108219
1982,"Nova Scotia","Nominal GDP Per Capita ($)",10972.7392734664,9.30316922797456
1983,"Nova Scotia","Nominal GDP Per Capita ($)",12291.9903396219,9.41670313734232
1984,"Nova Scotia","Nominal GDP Per Capita ($)",13607.2873063611,9.51836075956787
1985,"Nova Scotia","Nominal GDP Per Capita ($)",14610.8587477761,9.58952028109925
1986,"Nova Scotia","Nominal GDP Per Capita ($)",15863.4644303651,9.67177390956703
1987,"Nova Scotia","Nominal GDP Per Capita ($)",16920.2086825738,9.7362639665696
1988,"Nova Scotia","Nominal GDP Per Capita ($)",17788.3586561096,9.78629951423987
1989,"Nova Scotia","Nominal GDP Per Capita ($)",18899.3418090129,9.84688237552138
1990,"Nova Scotia","Nominal GDP Per Capita ($)",19395.8818212073,9.87281604526006
1991,"Nova Scotia","Nominal GDP Per Capita ($)",20013.7928170244,9.90417695569437
1992,"Nova Scotia","Nominal GDP Per Capita ($)",20467.6486294539,9.926600802954
1993,"Nova Scotia","Nominal GDP Per Capita ($)",20524.3932137349,9.9293693706064
1994,"Nova Scotia","Nominal GDP Per Capita ($)",20835.6934244355,9.9444228250131
1995,"Nova Scotia","Nominal GDP Per Capita ($)",21402.4048614403,9.97125857139897
1996,"Nova Scotia","Nominal GDP Per Capita ($)",21575.6656899242,9.97932137016505
1997,"Nova Scotia","Nominal GDP Per Capita ($)",22549.2866810668,10.0234587116618
1998,"Nova Scotia","Nominal GDP Per Capita ($)",23660.8158517164,10.0715756192589
1999,"Nova Scotia","Nominal GDP Per Capita ($)",25539.0968360991,10.14796576624
2000,"Nova Scotia","Nominal GDP Per Capita ($)",27367.1292463973,10.2170979096648
2001,"Nova Scotia","Nominal GDP Per Capita ($)",28747.6380545076,10.2663108882248
2002,"Nova Scotia","Nominal GDP Per Capita ($)",30037.0303439235,10.3101862442645
2003,"Nova Scotia","Nominal GDP Per Capita ($)",31858.225882649,10.3690508971254
2004,"Nova Scotia","Nominal GDP Per Capita ($)",32942.6263004648,10.4025227303793
2005,"Nova Scotia","Nominal GDP Per Capita ($)",34344.9269985052,10.4442096011109
2006,"Nova Scotia","Nominal GDP Per Capita ($)",34982.0126625738,10.4625892844409
2007,"Nova Scotia","Nominal GDP Per Capita ($)",36377.343963042,10.5017014412442
2008,"Nova Scotia","Nominal GDP Per Capita ($)",37920.8395795691,10.5432560969353
2009,"Nova Scotia","Nominal GDP Per Capita ($)",37310.4897847812,10.5270297935689
2010,"Nova Scotia","Nominal GDP Per Capita ($)",39189.8160187749,10.5761721965865
2011,"Nova Scotia","Nominal GDP Per Capita ($)",39957.6817745697,10.5955762174302
2012,"Nova Scotia","Nominal GDP Per Capita ($)",40198.8056822818,10.6015925647698
2013,"Nova Scotia","Nominal GDP Per Capita ($)",41177.7966343199,10.6256544734271
2014,"Nova Scotia","Nominal GDP Per Capita ($)",42446.5529090241,10.6560009848857
2015,"Nova Scotia","Nominal GDP Per Capita ($)",43459.5979819012,10.6795870034662
2016,"Nova Scotia","Nominal GDP Per Capita ($)",44123.2936284857,10.6947431221787
2017,"Nova Scotia","Nominal GDP Per Capita ($)",45588.5015177222,10.7274108040058
2018,"Nova Scotia","Nominal GDP Per Capita ($)",46822.536586791,10.7541199169971
2019,"Nova Scotia","Nominal GDP Per Capita ($)",47950.8741624521,10.7779323108535
2020,"Nova Scotia","Nominal GDP Per Capita ($)",47713.1325434952,10.7729619543614
